,listing_id,date,time,listing_name,street,city,zip_code,state,address_total,location_x,location_y,location_site,location_indoor,month,day,year,day_of_week
538,301283,2020-08-20,16:08:55,Imogene Stout Market on Main,139 North Main Street,Marion,42064,Kentucky,"139 North Main Street, Marion, Kentucky 42064",-88.081353,37.334578,Local government grounds;,No Indoor;,8,20,2020,Thursday
539,301284,2020-08-20,16:17:05,"Coastside Farmers' Market - Rockaway Beach, Pacifica",450 Old County Road,Pacifica ,94044,California,"450 Old County Road, Pacifica , California 94044",-122.49508,37.609415,Closed-off public street;,No Indoor;,8,20,2020,Thursday
540,301285,2020-08-20,16:44:25,Woodford County Farmers Market,N. Gratz St.,Midway ,40347,Kentucky,"N. Gratz St., Midway , Kentucky 40347",-84.682308,38.149925,Private business,No Indoor;,8,20,2020,Thursday
541,301286,2020-08-20,18:48:24,Certified Farmers' Market Palm Springs - Outdoor,2300 E. Baristo Rd,Palm Springs,92262,California,"2300 E. Baristo Rd, Palm Springs, California 92262",-116.52118,33.820251,Private business,No Indoor;,8,20,2020,Thursday
542,301287,2020-08-20,18:45:46,Certified Farmers' Market Palm Springs - Indoor,401 S. Pavilion Way,Palm Springs,92262,California,"401 S. Pavilion Way, Palm Springs, California 92262",-116.52525,33.817078,Local government grounds;,Entire time open indoor;,8,20,2020,Thursday
543,301288,2020-08-20,17:51:58,McCreary County Farmers Market,"299 Wilburn Ross Hwy,",Stearns,42647,Kentucky,"299 Wilburn Ross Hwy,, Stearns, Kentucky 42647",-84.474473,36.694321,Local government grounds;,No Indoor;,8,20,2020,Thursday
544,301289,2020-08-20,19:31:04,Old Oakland Farmers' Market,492 9th street,Oakland,94609,California,"492 9th street, Oakland, California 94609",-122.27459,37.801382,Closed-off public street;,No Indoor;,8,20,2020,Thursday
545,301290,2020-08-20,19:45:49,Temescal Urban Village Farmers' Market,5300 Claremont Ave.,Oakland,94618,California,"5300 Claremont Ave., Oakland, California 94618",-122.25973,37.839774,Federal/state government grounds;,No Indoor;,8,20,2020,Thursday
546,301291,2020-08-21,0:10:28,Surprise Valley Farmers Market,501 Main ,Cedarville,96104,California,"501 Main , Cedarville, California 96104",-120.17166,41.527832,Closed-off public street;,No Indoor;,8,21,2020,Friday
547,301292,2020-08-21,0:20:23,Alturas Farmers Market,108 S Main St,Alturas,96101,California,"108 S Main St, Alturas, California 96101",-120.5422,41.483907,Local government grounds;,No Indoor;,8,21,2020,Friday
548,301293,2020-08-21,10:12:21,Whitley County Farmers Market (WCFM),Billwoods Park ,Williamsburg ,40769,Kentucky,"Billwoods Park , Williamsburg , Kentucky 40769",-84.159267,36.741975,Local government grounds;,No Indoor;,8,21,2020,Friday
549,301294,2020-08-21,10:21:39,Whitley County Farmers Market,Nibroc Park,Corbin ,40771,Kentucky,"Nibroc Park, Corbin , Kentucky 40771",-84.096509,36.947,Local government grounds;,No Indoor;,8,21,2020,Friday
550,301295,2020-08-21,10:42:52,Wolfe County Farmers Market,640 S KY 15,Campton ,41301,Kentucky,"640 S KY 15, Campton , Kentucky 41301",-83.542778,37.727015,Local government grounds;,No Indoor;,8,21,2020,Friday
551,301296,2020-08-21,12:00:14,SoKY Marketplace Farmer's Market,636 Center Street ,Bowling Green,42102,Kentucky,"636 Center Street , Bowling Green, Kentucky 42102",-86.438462,36.970919,Local government grounds;,Part time open indoor;,8,21,2020,Friday
552,301297,2020-08-21,12:45:12,Cambria Farmers Market,1000 Main Street,Cambria,93428,California,"1000 Main Street, Cambria, California 93428",-121.09662,35.564323,Local government grounds;,No Indoor;,8,21,2020,Friday
553,301298,2020-08-21,13:04:43,Morro Bay Main Street Farmers Market,Main St. and Morro Bay Blvd.,Morro Bay,93442,California,"Main St. and Morro Bay Blvd., Morro Bay, California 93442",-120.84995,35.365976,Closed-off public street;,Entire time open indoor;,8,21,2020,Friday
554,301299,2020-08-21,13:11:27,SLO Farm Supply Farmers Market,224 Tank Farm Rd,San Luis Obispo,93401,California,"224 Tank Farm Rd, San Luis Obispo, California 93401",-120.66718,35.247189,Private business,Entire time open indoor;,8,21,2020,Friday
555,301300,2020-08-21,13:51:51,Pikeville Farmers Market,130 Adams Lane,Pikeville,41501,Kentucky,"130 Adams Lane, Pikeville, Kentucky 41501",-82.544326,37.485971,Local government grounds;,No Indoor;,8,21,2020,Friday
556,301301,2020-08-21,14:04:34,Montclair Village Farmers' Market,6131 La Salle Ave,Oakland,94611,California,"6131 La Salle Ave, Oakland, CA 94611, Oakland, California 94611",-122.20992,37.826522,Closed-off public street;,No Indoor;,8,21,2020,Friday
557,301302,2020-08-21,14:54:29,Woodford County Farmers' Market,525 Marsailles Road ,Versailles,40383,Kentucky,"525 Marsailles Road , Versailles, Kentucky 40383",-84.733856,38.050275,Private business,No Indoor;,8,21,2020,Friday
558,301303,2020-08-21,21:22:59,East Palo Alto Community Farmers Market,2555 Pulgas Avenue ,East Palo Alto,94303,California,"2555 Pulgas Avenue , East Palo Alto, California 94303",-122.13255,37.469415,Private business,No Indoor;,8,21,2020,Friday
559,301304,2020-08-22,9:23:15,Rockford Midtown Market,503 Seventh Street,Rockford,61104,Illinois,"503 Seventh Street, Rockford, Illinois 61104",-89.08098,42.262526,Closed-off public street;,No Indoor;,8,22,2020,Saturday
560,301305,2020-08-22,15:13:35,Heritage Farmers' Market,1313 N. Mill St.,London ,40741,Kentucky,"1313 N. Mill St., London , Kentucky 40741",-84.096167,37.135019,Private business,No Indoor;,8,22,2020,Saturday
561,301307,2020-08-24,7:48:33,St. Matthews Farmers Market,4100 Shelbyville Rd,Louisville,40207,Kentucky,"4100 Shelbyville Rd, Louisville, Kentucky 40207",-85.646194,38.251785,Faith-based institution;,No Indoor;,8,24,2020,Monday
562,301308,2020-08-24,8:57:28,Phoenix Hill NuLu Farmers' Market,1007 E. Jefferson St,Louisville,40206,Kentucky,"1007 E. Jefferson St, Louisville, Kentucky 40206",-85.733398,38.251583,Private business,No Indoor;,8,24,2020,Monday
563,301309,2020-08-24,14:50:27,Cambrian Park Farmers' Market,Camden Avenue and Union Avenue,San Jose,95124,California,"Camden Avenue and Union Avenue, San Jose, California 95124",-121.8193,37.296867,Private business,No Indoor;,8,24,2020,Monday
564,301310,2020-08-24,14:56:55,Campbell Farmers' Market,Campbell Avenue & Central Avenue,Campbell,95008,California,"Campbell Avenue & Central Avenue, Campbell, California 95008",-121.95435,37.280232,Closed-off public street;,No Indoor;,8,24,2020,Monday
565,301311,2020-08-24,15:02:29,Santa Clara Farmers' Market,Jackson Street at Homestead Road,Santa Clara,95050,California,"Jackson Street at Homestead Road, Santa Clara, California 95050",-121.96793,37.364613,Closed-off public street;,No Indoor;,8,24,2020,Monday
566,301312,2020-08-24,15:07:55,Sunnyvale Farmers' Market,Murphy Avenue at Washington Avenue,Sunnyvale,94086,California,"Murphy Avenue at Washington Avenue, Sunnyvale, California 94086",-122.02632,37.385784,Closed-off public street;,No Indoor;,8,24,2020,Monday
567,301313,2020-08-24,15:19:19,Willow Glen Farmers' Market,1425 Lincoln Avenue,San Jose,95125,California,"1425 Lincoln Avenue, San Jose, California 95125",-121.8193,37.296867,Educational institution;,No Indoor;,8,24,2020,Monday
568,301314,2020-08-24,15:23:47,California Avenue Farmers' Market,California Avenue at El Camino,Palo Alto,94306,California,"California Avenue, at El Camino, Palo Alto, California 94306",-122.13255,37.46778,Closed-off public street;,No Indoor;,8,24,2020,Monday
569,301315,2020-08-25,12:26:30,Marshall County Farmers Market,1933 Mayfield Highway,Benton,42025,Kentucky,"1933 Mayfield Highway, Benton, Kentucky 42025",-88.378744,36.842165,Educational institution;,No Indoor;,8,25,2020,Tuesday
570,301316,2020-08-25,15:44:54,Delray GreenMarket,NE 2nd Avenuehalf block east of Atlantic Avenue,Delray Beach,33444,Florida,"NE 2nd Avenue, half block east of Atlantic Avenue, Delray Beach, Florida 33444",-80.071595,26.462365,Local government grounds;,No Indoor;,8,25,2020,Tuesday
571,301317,2020-08-26,12:20:46,Jeffersontown Farmers Market,10434 Watterson Trail,Jeffersontown,40299,Kentucky,"10434 Watterson Trail, Jeffersontown, Kentucky 40299",-85.562797,38.19521,Local government grounds;,No Indoor;,8,26,2020,Wednesday
572,301318,2020-08-27,12:31:10,Ferry Plaza Farmers Market,1 Ferry Private business,San Francisco,94111,California,"1 Ferry Private business, San Francisco, California 94111",-122.39352,37.795162,Plaza/Square/Common,No Indoor;,8,27,2020,Thursday
573,301319,2020-08-27,12:41:12,Mission Community Market,84 Bartlett Street,San Francisco,94111,California,"84 Bartlett Street, San Francisco, California 94111",-122.41988,37.755373,Closed-off public street;,No Indoor;,8,27,2020,Thursday
574,301320,2020-08-27,15:56:45,Beverly Hills Farmers Market,9300 Civic Center Dr,Beverly Hills ,90210,California,"9300 Civic Center Dr, Beverly Hills , California 90210",-118.39874,34.073685,Closed-off public street;,No Indoor;,8,27,2020,Thursday
575,301323,2020-08-30,14:37:43,Menifee County Farmers Market,62 Back Street,Frenchburg,40322,Kentucky,"62 Back Street, Frenchburg, Kentucky 40322",-83.62783,37.951788,Local government grounds;,No Indoor;,8,30,2020,Sunday
576,301324,2020-08-31,12:36:23,Main Street DeFuniak Farmer's Market,Baldwin Avenue between 7th and 8th St.,DeFuniak Springs,32435,Florida,"Baldwin Avenue between 7th and 8th St., DeFuniak Springs, Florida 32435",-86.1137,30.720266,Closed-off public street;,No Indoor;,8,31,2020,Monday
577,301325,2020-08-31,15:57:35,Linda Vista Certified Farmers Market,6939 Linda Vista Rd.,San Diego,92111,California,"6939 Linda Vista Rd., San Diego, California 92111",-117.17056,32.785209,Private business,No Indoor;,8,31,2020,Monday
578,301326,2020-08-31,16:19:21,City Heights Certified Farmers Market,4325 Wightman St.,San Diego,92104,California,"4325 Wightman St., San Diego, California 92104",-117.10152,32.747817,Closed-off public street;,No Indoor;,8,31,2020,Monday
579,301327,2020-08-31,20:33:24,Pajaro Valley CFM,Peck and Union st.,Watsonville,95076,California,"Peck and Union st., Watsonville, California 95076",-121.75536,36.910275,Closed-off public street;,No Indoor;,8,31,2020,Monday
580,301328,2020-09-09,19:55:23,Canal Village Farmers' Market,127 West Center Street,Medina,14103,New York,"127 West Center Street, Medina, New York 14103",-78.388368,43.220102,Private business,No Indoor;,9,9,2020,Wednesday
581,301329,2020-09-10,17:16:36,The BLVD Market,Lancaster Blvd,Lancaster,93534,California,"Lancaster Blvd, Lancaster, California 93534",-118.14251,34.69773,Closed-off public street;,No Indoor;,9,10,2020,Thursday
582,301330,2020-09-10,18:57:22,The Albemarle Farmers Market,Towncenter lane,Charlottesville,22911,Virginia,"Towncenter lane, Charlottesville, Virginia 22911",-78.445556,38.126837,Private business,No Indoor;,9,10,2020,Thursday
583,301331,2020-09-11,12:10:44,Elmwood Bidwell Farmers' Market,Elmwood and Bidwell,Buffalo,14221,New York,"Elmwood and Bidwell, Buffalo, New York 14221",-78.877625,42.923862,Plaza/Square/Common,No Indoor;,9,11,2020,Friday
584,301332,2020-09-11,17:17:22,Historic Downtown Jersey City Farmers Market,Grove PATH Plaza,Jersey City,07306,New Jersey,"Grove PATH Plaza, Jersey City, New Jersey",-74.042428,40.719659,Federal/state government grounds;,No Indoor;,9,11,2020,Friday
585,301333,2021-01-04,10:43:10,Memphis Farmers Market,540 S. Front Street,Memphis,38103,Tennessee,"540 S. Front Street, Memphis, Tennessee 38103",-90.06008,35.132038,Private business,No Indoor;,1,4,2021,Monday
586,301334,2020-09-12,11:54:36,Brookline Farmers' Market,Centre Street West PArking Lot,Brookline,02446,Massachusetts,"Centre Street West PArking Lot, Brookline, Massachusetts 02446",-71.123782,42.34219,Federal/state government grounds;,No Indoor;,9,12,2020,Saturday
587,301336,2021-01-20,13:17:26,Carson Farmers Market @3rd & Curry St.,3rd & Curry St. ,Carson City,89703,Nevada,"3rd & Curry St. , Carson City, Nevada 89703",-119.76816,39.162841,Private business,No Indoor;,1,20,2021,Wednesday
588,301337,2020-09-15,11:56:05,South End Market at Atherton,2000 South Blvd.,Charlotte,28203,North Carolina,"2000 South Blvd., Charlotte, North Carolina 28203",-80.860801,35.20911,Private business,No Indoor;,9,15,2020,Tuesday
589,301338,2020-09-16,4:12:27,Overbrook Farmers Market,Maple & Market St,Overbrook,66524,Kansas,"Maple & Market St, Overbrook, Kansas 66524",-95.556782,38.777419,Local government grounds;,No Indoor;,9,16,2020,Wednesday
590,301339,2020-09-17,13:56:59,Westside Community Market,750 University Row,Madison,53705,Wisconsin,"750 University Row, Madison, Wisconsin 53705",-89.470022,43.076385,Healthcare institution;,No Indoor;,9,17,2020,Thursday
591,301340,2020-09-17,19:10:21,Route One Farmers Market,3745 Constellation Rd,Lompoc,93436,California,"3745 Constellation Rd, Lompoc, California 93436",-120.46622,34.700679,Local government grounds;,No Indoor;,9,17,2020,Thursday
592,301341,2020-09-17,19:52:48,Silver City Farmers' Market Midweek Market,3025 Highway 180 E,Silver City,88061,New Mexico,"3025 Highway 180 E, Silver City, NM 88061, Silver City, New Mexico 88061",-108.24248,32.787733,Local government grounds;,No Indoor;,9,17,2020,Thursday
593,301342,2020-09-21,16:29:56,Atwater Village Farmers' Market,3528 Larga Ave,Los Angeles ,90039,California,"3528 Larga Ave, Los Angeles , California 90039",-118.26015,34.117828,Local government grounds;,No Indoor;,9,21,2020,Monday
594,301343,2020-09-21,16:43:23,Central Avenue Farmers' Market,4301 S Central Ave,Los Angeles ,90011,California,"4301 S Central Ave, Los Angeles , California 90011",-118.25679,34.005326,Local government grounds;,No Indoor;,9,21,2020,Monday
595,301344,2020-09-21,16:54:14,Crenshaw Farmers' Market,3650 W Martin Luther King Jr Blvd,Los Angeles ,90008,California,"3650 W Martin Luther King Jr Blvd, Los Angeles , California 90008",-118.33542,34.008706,Private business,No Indoor;,9,21,2020,Monday
596,301345,2020-09-21,17:23:33,Echo Park Farmers' Market,1146 Logan St,Los Angeles ,90026,California,"1146 Logan St, Los Angeles , California 90026",-118.25827,34.076409,Closed-off public street;,No Indoor;,9,21,2020,Monday
597,301346,2020-09-21,17:35:34,Hollywood Farmers' Market,1600 Ivar Ave,Los Angeles ,90028,California,"1600 Ivar Ave, Los Angeles , California 90028",-118.32819,34.099639,Closed-off public street;,No Indoor;,9,21,2020,Monday
598,301347,2020-09-27,19:44:54,Windmill Park Farmers Market in Cornville,9950 E Cornville Rd,Cornville,86325,Arizona,"9950 E Cornville Rd, Cornville, Arizona 86325",-111.90859,34.739119,Local government grounds;,No Indoor;,9,27,2020,Sunday
599,301348,2021-01-05,14:22:38,College Place Farmers & Artisan Market,801 SE Larch Avenue,College Place,99324,Washington,"801 SE Larch Avenue, College Place, Washington 99324",-118.37784,46.041708,Local government grounds;,No Indoor;,1,5,2021,Tuesday
600,301349,2020-10-02,15:14:47,Secotan Market,2868 NC-345,Wanchese,27981,North Carolina,"2868 NC-345, Wanchese, North Carolina 27981",-75.645391,35.854615,Farm,Entire time open indoor;,10,2,2020,Friday
601,301350,2021-01-11,15:31:32,The 'Whee Market,113 Market Street,Cullowhee ,28723,North Carolina,"113 Market Street, Cullowhee , North Carolina 28723",-83.18569,35.301188,Private business,No Indoor;,1,11,2021,Monday
602,301351,2020-10-30,10:47:15,Church St Farmers Market,6730 Church St,Douglasville,30134,Georgia,"6730 Church St, Douglasville, Georgia 30134",-84.750061,33.749649,Federal/state government grounds;,No Indoor;,10,30,2020,Friday
603,301352,2021-08-19,10:55:50,Buy Local Farmers Market - Fall Creek,7930 Fall Creek Bend,Humble,77396,Texas,"7930 Fall Creek Bend, Humble, Texas 77396",-95.269976,29.93294,Private business,No Indoor;,8,19,2021,Thursday
604,301354,2020-11-12,10:13:11,North Canton Farmers' Market,1447 North Main Street,North Canton,44720,Ohio,"1447 North Main Street, North Canton, Ohio 44720",-81.409572,40.892548,Local government grounds;,Part time open indoor;,11,12,2020,Thursday
605,301355,2020-11-19,0:18:50,KSQ Farmers Market,401 Birch St,Kennett Square,19348,Pennsylvania,"401 Birch St, Kennett Square, Pennsylvania 19348",-75.705331,39.842787,Private business,No Indoor;,11,19,2020,Thursday
606,301356,2020-11-30,13:06:33,Westland Farmers & Artisan Market,1901 N. Carlson,Westland,48185,Michigan,"1901 N. Carlson, Westland, Michigan 48185",-83.380778,42.319173,Local government grounds;,Part time open indoor;,11,30,2020,Monday
607,301357,2020-12-15,12:35:14,Growing Augusta Pop-Up Market,3647 Karleen Rd,Hephzibah,30815,Georgia,"3647 Karleen Rd, Hephzibah, Georgia 30815",-82.11834,33.387808,Local government grounds;,No Indoor;,12,15,2020,Tuesday
608,301358,2020-12-18,8:58:34,Braeswood Farmers Market,5401 South Braeswood,Houston,77096,Texas,"5401 South Braeswood, Houston, Texas 77096",-95.477537,29.676944,Private business,No Indoor;,12,18,2020,Friday
609,301359,2020-12-18,19:07:06,Hillsdale Farmers' Market,1405 SW Vermont St,Portland,97219,Oregon,"1405 SW Vermont St, Portland, Oregon 97219",-122.6928,45.477581,Educational institution;,No Indoor;,12,18,2020,Friday
610,301360,2020-12-24,10:07:39,L. A Mercado Agricola,Calle Begonia 150,Carolina,00979,Puerto Rico,"Calle Begonia 150, Carolina, Puerto Rico 00979",-66.011273,18.431395,Private business,No Indoor;,12,24,2020,Thursday
611,301361,2020-12-28,13:24:48,Vizcaya Village Farmers Market,3250 S. Miami Ave,Miami,33129,Florida,"3250 S. Miami Ave, Miami, Florida 33129",-80.212735,25.747026,Private business,No Indoor;,12,28,2020,Monday
612,301362,2020-12-28,18:37:07,Morgan County Winter Farmers' Market Association,240 E Washington St.,Martinsville,46151,Indiana,"240 E Washington St., Martinsville, Indiana 46151",-86.420904,39.422141,Faith-based institution;,No Indoor;,12,28,2020,Monday
613,301363,2020-12-30,15:13:31,The Corner Farmers Market,2200 Walker Avenue,Greensboro,27403,North Carolina,"2200 Walker Avenue, Greensboro, North Carolina 27403",-79.828293,36.069019,Private business,No Indoor;,12,30,2020,Wednesday
614,301364,2021-01-04,9:21:23,Ludington Farmer's Market,153-109 N James St. ,Ludington,49431,Michigan,"153-109 N James St., Ludington, Michigan 49431",-86.447744,43.955713,Local government grounds;,No Indoor;,1,4,2021,Monday
615,301365,2021-01-04,9:25:07,Weymouth Farmers Market,1 Wildcat Way,Weymouth,02190,Massachusetts,"1 Wildcat Way, Weymouth, Massachusetts 02190",-70.941897,42.181987,Educational institution;,No Indoor;,1,4,2021,Monday
616,301366,2021-01-05,10:05:02,Dillsboro Farmers Market,12921 North Street,Dillsboro,47018,Indiana,"12921 North Street, Dillsboro, Indiana 47018",-85.059414,39.018037,Local government grounds;,No Indoor;,1,5,2021,Tuesday
617,301367,2021-01-05,10:02:05,Broome County Regional Farmers Market,840 Upper Front St,Binghamton,13905,New York,"840 Upper Front St, Binghamton, New York 13905",-75.904648,42.129759,Private business,Entire time open indoor;,1,5,2021,Tuesday
618,301369,2021-01-10,20:39:49,Kamuela Farmers Market,67-139 Pukalani Road,Kamuela,96727,Hawaii,"67-139 Pukalani Road, Kamuela, Hawaii 96727",-155.66266,20.017794,Private business,No Indoor;,1,10,2021,Sunday
619,301370,2021-01-10,22:49:31,Batesville Farmers Market,Main and Boehringer Street,Batesville ,47006,Indiana,"Main and Boehringer Street, Batesville , Indiana 47006",-85.221859,39.298852,Private business,No Indoor;,1,10,2021,Sunday
620,301371,2021-01-11,12:42:05,Putnam Farmer's Market,1 Valley Park Drive,Hurricane,25526,West Virginia,"1 Valley Park Drive, Hurricane, West Virginia 25526",-81.995042,38.440335,Local government grounds;,No Indoor;,1,11,2021,Monday
621,301372,2021-01-11,15:26:08,Champlain Islands Farmers' Market - Wednesday,501 U.S Route 2,South Hero,05486,Vermont,"501 U.S Route 2, South Hero, Vermont 05486",-73.323048,44.661841,Faith-based institution;,No Indoor;,1,11,2021,Monday
622,301374,2021-01-12,10:27:30,Carrboro Farmers' Market,301 W Main St,Carrboro,27510,North Carolina,"301 W Main St, Carrboro, North Carolina 27510",-79.077607,35.910781,Local government grounds;,No Indoor;,1,12,2021,Tuesday
623,301375,2021-01-12,11:20:42,Richmond Winter Farmers Market - Winter Season (November - April),204 S Second St,Richmond,47374,Indiana,"204 S Second St, Richmond, Indiana 47374",-84.900398,39.825813,Local government grounds;,Entire time open indoor;,1,12,2021,Tuesday
624,301376,2021-01-12,22:19:48,Westfield Farmers Market,36 Court St,Westfield ,01085,Massachusetts,"36 Court St, Westfield , Massachusetts 01085",-72.751662,42.119742,Faith-based institution;,No Indoor;,1,12,2021,Tuesday
625,301377,2021-08-19,11:04:43,Eagle Springs Farmers Market,13555 Valley Lodge Parkway,Atascocita,77346,Texas,"13555 Valley Lodge Parkway, Atascocita, Texas 77346",-95.194557,29.975941,Private business,No Indoor;,8,19,2021,Thursday
626,301378,2021-08-19,11:25:41,The Groves Marketplace,11939 Madera Run Pkwy ,Atascocita,77346,Texas,"11939 Madera Run Pkwy , Atascocita, Texas 77346",-95.188057,29.957574,Private business,No Indoor;,8,19,2021,Thursday
627,301379,2021-01-15,12:55:31,Red Stick Farmers Market - Saturday Downtown Year Round,5th Street and Main Street,Baton Rouge,70801,Louisiana,"5th Street and Main Street, Baton Rouge, Louisiana 70801",-91.185787,30.45195,Closed-off public street;,No Indoor;,1,15,2021,Friday
628,301380,2021-01-18,21:45:22,North Albany Farmer's Market,6980 nw hwy 20,Albany,97321,Oregon,"6980 nw hwy 20, Albany, Oregon 97321",-123.17882,44.63664,Farm,No Indoor;,1,18,2021,Monday
629,301381,2021-01-20,11:40:09,Jackson Food & Farm Market,2708 Sherman Rd,Jackson,53037,Wisconsin,"2708 Sherman Rd, Jackson, Wisconsin 53037",-88.171891,43.309792,Private business,No Indoor;,1,20,2021,Wednesday
630,301382,2021-01-21,11:10:04,Heritage Acres Drive-thru Market,"507 W B St,",McCook,69001,Nebraska,"507 W B St,, McCook, Nebraska 69001",-100.63187,40.199476,Faith-based institution;,No Indoor;,1,21,2021,Thursday
631,301383,2021-01-22,7:16:10,Gilmanton Community Farmers Market Association,1385 NH Route 140,Gilmanton,03237,New Hampshire,"1385 NH Route 140, Gilmanton, New Hampshire 03237",-71.332318,43.425347,Private business,No Indoor;,1,22,2021,Friday
632,301384,2021-01-25,10:10:26,Hendricks Farmers Market,Main Street,Hendricks,56136,Minnesota,"Main Street, Hendricks, Minnesota 56136",-96.426422,44.508647,Private business,No Indoor;,1,25,2021,Monday
633,301385,2021-01-25,10:18:14,Mt. Pleasant Farmers' Market - Island Park,331 N. Main Street,Mount Pleasant,48858,Michigan,"331 N. Main Street, Mount Pleasant, Michigan 48858",-84.780178,43.607074,Local government grounds;,No Indoor;,1,25,2021,Monday
634,301386,2021-01-25,10:26:01,Mt. Pleasant Farmers' Market - Broadway Street,Broadway Street between Main & University Streets,Mount Pleasant,48858,Michigan,"Broadway Street between Main & University Streets, Mount Pleasant, Michigan 48858",-84.776052,43.604433,Closed-off public street;,No Indoor;,1,25,2021,Monday
635,301387,2021-01-25,10:36:58,Greeley Farmers Market,902 7th Ave.,Greeley,80631,Colorado,"902 7th Ave., Greeley, Colorado 80631",-104.6891,40.424001,Local government grounds;,Part time open indoor;,1,25,2021,Monday
636,301388,2021-01-25,11:11:14,Larimer County Farmers' Market,200 W. Oak St.,Fort Collins,80521,Colorado,"200 W. Oak St., Fort Collins, Colorado 80521",-105.08019,40.586073,Local government grounds;,No Indoor;,1,25,2021,Monday
637,301389,2021-01-25,11:28:57,Cape Coral Farmers Market,SE 47th Terrace & SE 10th Place,Cape Coral,33904,Florida,"SE 47th Terrace & SE 10th Place, Cape Coral, Florida 33904",-81.954459,26.564457,Plaza/Square/Common,No Indoor;,1,25,2021,Monday
638,301390,2021-01-25,12:59:44,Down to Earth Cunningham Park Farmers Market,Parking lot off Union Turnpike,Queens,11366,New York,"Parking lot off Union Turnpike, Queens, New York 11366",-73.773482,40.7308,Local government grounds;,No Indoor;,1,25,2021,Monday
639,301391,2021-01-25,14:43:03,Vine Street Market at O'Fallon Station,212 E 1st Street,O'Fallon,62269,Illinois,"212 E 1st Street, O'Fallon, Illinois 62269",-89.908925,38.591615,Federal/state government grounds;,No Indoor;,1,25,2021,Monday
640,301392,2021-01-25,18:24:15,East Vancouver Farmers Market,17701 SE Mill Plain Blvd.,Vancouver,98683,Washington,"17701 SE Mill Plain Blvd., Vancouver, Washington 98683",-122.49377,45.615372,Private business,No Indoor;,1,25,2021,Monday
641,301393,2021-01-26,13:57:10,Rittenhouse Tuesday Market,1800 Walnut Street,Philadelphia,19103,Pennsylvania,"1800 Walnut Street, Philadelphia, Pennsylvania 19103",-75.170843,39.950045,Plaza/Square/Common,No Indoor;,1,26,2021,Tuesday
642,301394,2021-02-09,13:31:36,East Boston Farmers Market - Summer/Early Fall,Across from 201 Border St.,East Boston,02128,Massachusetts,"Across from 201 Border St., East Boston, Massachusetts 02128",-71.039467,42.374945,Local government grounds;,No Indoor;,2,9,2021,Tuesday
643,301395,2021-01-26,13:50:55,The Fountain Farmers' Market,The Singing Fountain,Philadelphia,19147,Pennsylvania,"The Singing Fountain, Philadelphia, Pennsylvania 19147",-75.163171,39.929934,Closed-off public street;,No Indoor;,1,26,2021,Tuesday
644,301396,2021-01-26,13:54:33,University Square Farmers' Market,3600 Walnut Street,Philadelphia,19104,Pennsylvania,"3600 Walnut Street, Philadelphia, Pennsylvania 19104",-75.194883,39.953276,Educational institution;,No Indoor;,1,26,2021,Tuesday
645,301397,2021-01-26,14:01:22,Jefferson Farmers' Market,925 Chestnut Street,Philadelphia,19107,Pennsylvania,"925 Chestnut Street, Philadelphia, Pennsylvania 19107",-75.156213,39.94994,Healthcare institution;,No Indoor;,1,26,2021,Tuesday
646,301398,2021-01-26,14:08:50,Mt Airy Farmers' Market,601 Carpenter Lane,Philadelphia,19119,Pennsylvania,"601 Carpenter Lane, Philadelphia, Pennsylvania 19119",-75.196253,40.046156,Educational institution;,No Indoor;,1,26,2021,Tuesday
647,301399,2021-01-26,14:22:03,Gorgas Park Farmers' Market,6300 Ridge Avenue,Philadelphia,19128,Pennsylvania,"6300 Ridge Avenue, Philadelphia, Pennsylvania 19128",-75.221221,40.037308,Park,No Indoor;,1,26,2021,Tuesday
648,301400,2021-01-26,14:26:25,Ambler Farmers' Market,29 West Butler Pike,Ambler,19002,Pennsylvania,"29 West Butler Pike, Ambler, Pennsylvania 19002",-75.225298,40.153501,Private business,No Indoor;,1,26,2021,Tuesday
649,301401,2021-01-26,14:40:02,Chestnut Hill Farmers' Market,7673 Germantown Avenue,Philadelphia,19118,Pennsylvania,"7673 Germantown Avenue, Philadelphia, Pennsylvania 19118",-75.196931,40.06776,Closed-off public street;,No Indoor;,1,26,2021,Tuesday
650,301402,2021-01-26,14:39:25,Bryn Mawr Farmers' Market,775 Lancaster Avenue,Bryn Mawr,19010,Pennsylvania,"775 Lancaster Avenue, Bryn Mawr, Pennsylvania 19010",-75.317067,40.021168,Private business,No Indoor;,1,26,2021,Tuesday
651,301403,2021-01-26,14:38:08,Rittenhouse Saturday Farmers' Market,1800 Walnut Street,Philadelphia,19103,Pennsylvania,"1800 Walnut Street, Philadelphia, Pennsylvania 19103",-75.170836,39.950039,Plaza/Square/Common,No Indoor;,1,26,2021,Tuesday
652,301404,2021-01-26,14:43:34,Swarthmore Farmers Market,121 Park Avenue,Swarthmore,19081,Pennsylvania,"121 Park Avenue, Swarthmore, Pennsylvania 19081",-75.348771,39.901671,Private business,No Indoor;,1,26,2021,Tuesday
653,301405,2021-01-26,14:48:10,Media Farmers' Market,N Edgemont Street,Media,19063,Pennsylvania,"N Edgemont Street, Media, Pennsylvania 19063",-75.385551,39.917838,Closed-off public street;,No Indoor;,1,26,2021,Tuesday
